comment,star
"简直无语！第二次来吃是因为第一次感觉确实不错，可是我确定不会再来第三次。跟大伙儿说说原因：1.因为是周六所以中午12点电话预约晚上就餐，告知下午4点才开始能预约拿号，15:55电话预约告知包间已满只剩大厅了，我说你家包间几点开始预订你倒是知晓一下顾客啊,去去吧谁叫咱乐意吃呢；2.因为我们去的人交多所以订的大桌，下午4:30半就到了，被告知前面等待4-5桌，好吧4-5桌等等就等等，眼看4人桌的顾客一桌一桌的进，愣是等到6点半都没进去吃上饭，更让人忍无可忍的是该店是机器报号报两次之后，没有人工喊号确认就把我们的号pass了，当时我们坐在离店门口稍远的等候区正直就餐时间商场环境嘈杂，机器报号声音很不清楚，而且在等待的2个小时里我们到前台确认多次是否到号，足见顾客忠诚度，顾客没听到喊号作为商家你就不能再人工喊两声么？在等待2个多小时后最终我们只得放弃大桌，5个人在一个4人桌就乎坐下了，而且这小桌还不是服务员主动为我们调换的，等我们坐下后一位貌似管点事的女服务员不咸不淡的对我们说了一句，你们早说小桌可以不早就进来了么，我去！拜托服务行业做成这样，你家也算够牛了；3.因为之前吃过所以菜品、主食跟汤羹我们就一块点了，结果菜还没上齐，服务员就把汤端上来了，带着等坐的火我问了一句“你们这菜没上齐就上汤啊？”我承认自己语气不太好，结果服务员姐姐比我还厉害，直接问我“你也没说汤后上啊？”我瞬间被问懵了，貌似你是中国人，你家也不是西餐，我点的也不是餐前汤，作为服务人员你是否有义务跟顾客确认一下“汤羹能否跟菜品一块上来？”服务简直垃圾！要不是心疼我那苦苦等候的时间，我是不会留下来吃这顿饭的；4.这是最后一点也是最让我忍无可忍的，28日晚上在你家就的餐，29日一同就餐的几个人全部腹泻，作为消费者我也够窝囊的了！我没去卫生局投诉你是因为我没有那么多时间跟你掰扯这事，但是作为消费者，我会跟我身边所有的朋友讲述我的惨痛经历。??????????????????店家你也真是够了，服务行业、餐饮行业的脸都尽了，别的用户可能经历我所经历的一件事估计就不愿再提及你家的事了，那是绝望，我之所以点评出来是要让你意识到你服务中存在的问题，如果还想好好经营，就好好做下内部整顿吧，好自为之！",1
"众所周知的试吃菜单,??餐前送的西瓜酸奶:??稀??不甜,感觉是自己做的,没有加浓稠剂;饮料:喝了就知道(15元),像一种乳酸饮料的感觉不喜欢;天使奶茶(19元,魔鬼和天使里面的饮料是一样的,只是瓶子造型不同,可以把瓶子带回家),奶茶还不错不甜不腻,瓶子的样子差强人意,??某人坚持带回家,无语;菜品:大咖花椰菜(28元),是和干煸豆角一样的调味,??喜欢,推荐;馋鱼蜜虾(58元),大虾仁质量绝不含糊,挺新鲜不是用东西乏过的,甜甜鲜鲜,推荐;鱼打黄盖(38元),锅塌的感觉~??里面有小虾仁,??鱼我没看到,味道也是咸鲜的.??总结一下,??菜品味道都不错,??饮料一般般.??希望有机会还可以多尝试一些他家的菜.位置在哈尔滨道上,??虽然窄,但是临街??所以并不难找.",4
满怀期待去了，结果……………什么也不想说！,2
十一点就去了才没排队，人太多了,5
味道一般。服务不到位。不推荐！,2
服务很好????有位美女服务员很热情????菜品量也不错????排骨一般????拉皮不错????红烧肉肥而不腻????蛏子分量也挺足,4
吃的太饱了，带着公婆和爸妈去的，吃的太开心了，其实完全不用去自助取，坐等送来的肉就好了，肉是一波接一波，后来吃撑了，看见服务员来送肉都怕了，还会再去，但是得消化消化，哈哈！烤玉米，烤梅肉，烤鸡翅，蛋挞，棉花糖都超级好！！！,5
宝贝过生日选了这家店，在滨江商厦的后面，挺好找的，我们坐在了第二层，因为去的早，所以没有排队，等到我们出来时，已经有很多人在等待了。他家虽然是??天津菜，但是做得都很有创意，奶茶也是用特殊的器皿装的，馋鱼蜜虾下面的小鱼，游来游去真想把它带回家。他家还有团购票合适的。,4
之前很喜欢在这家，吃n次了。10.7号，去之前看到评论说有吃拉肚子，但是还是想去。结果今天朋友就拉肚子了！还不断涨价！快整顿吧,2
菜量大，味道不错，服务有待完善，可能是顾客太多了吧！总体很好。,5
口味一般，吃一次就够了……不会再吃的,2
传说很火的店??5点到了??足足等了一个小时??没敢动地方??里面有点像南京大排档??有唱曲的??服务员很好??会帮忙推荐菜??小炒猪肝??味道不错??干酪鱼就是奶味的果冻??服务员还提醒??别和小吊梨汤一起吃??怕拉肚子??牛肉烩饭量足??小吊梨汤有银耳在里面??粘粘的??总体好吃??糖饼??凉糕都好吃,5
据说自助餐排名第一啊！！肉都特别好吃，而且都是烤好牛仔给你送上来，一定推荐！,5
算是新东北菜吧，环境可以，饭点偶尔要等位,5
过年去的??等了好么好么久才进去??进去好多菜都没有了??可以吃的很少??上菜慢死了??没有这么差的了??以前去的别的店挺好的呀??真不知道了,1
没什么新意和特色。有些让人失望,2
反差太大，也许是我们不太会点菜，也许是让我们撞上了，除了干酪鱼、素烧鹅还能接受，其他的就不说了。也许只有在北京才能吃到正宗的。,2
菜品口味一般??只是比较便宜??种类比较多??对于自助餐来说就算是不错了,4
排了2个小时进去后被告知特色菜都没有了，不能点，但是比我们晚到的人点居然又有了！最堵心的是菜里还吃出了头发！,2
在大悦城吃的????????上当的感觉????店大欺客了??????中午连意面都没有????都是甜点饮料????????还开什么饭店??????没菜单????????在银台平板电脑点单????态度特别不好??????怠慢顾客??????????巨失望????下次不会去了,2
锅包肉不好吃不正宗，菜咸，海参半个,4
种草好久了??没辜负我的期待！菜品种类丰富??下次还会去,5
超差评。1.菜单上的菜品基本没有。服务员强迫只推荐一次能炒好几桌的菜品2.只有一个厨师，so....且等吧??3.菜品味道不是一般的难吃4.点菜时，服务员会告诉你本店没发票5.他的好评是怎么来的，深表怀疑,1
量大实惠，味道也可以，适合朋友聚会，人太多了就是,4
不值得等这么久，上菜特别慢，催了好多次都上不了菜！服务员的态度特别不好，所谓的店里最大的领导竟然和顾客吵架！冲这态度我也再也不会去了！有这样素质的领导，其他员工素质也高不到哪去！没见过一家店服务员敢和顾客吵架！真是店大欺客！而且结完帐我们还在收拾东西，服务员就已经把下一批顾客带过来了！这不是赶人吗？态度超级不好！再也不会去！,1
服务和环境没啥好说的，都算不错。熏排骨，熏的过了，有股苦味。那个铁板茄子，肉馅炸的太老了。网红菜下次一定要慎重，真心不怎么样！,2
味道一般，量还小，排队排了那么久真不知道有什么好吃的,1
挺好的，适合小盆友，带闺女去的，她觉得还行，天使奶茶的瓶子挺可爱，其他菜品都是偏甜口，酸梅汤太甜了,4
家常菜。。味道重口，肉厚实，朋友带我去的两人160多。喜欢熏排骨很入味。大拉皮????酱汁浓郁。。。锅包肉酥脆。。有点油??。。。京都肉饼????一层层的肉??很多??吃了两块??就很饱~~~~还会再去的。。,4
喜欢东北菜的可以去尝尝，挺不错的。,5
性价比太高了，这个价位能有这种质量真心不错了。最喜欢的是各种各样的贝类，因为胃口很脆弱所以肉真的是吃两口就腻，到最后很多样都没有尝挺可惜的。蛋糕也还不错吃，生蚝也真的很新鲜，这么火不是没有道理的，需要改进的地方是bgm单一，应该多放点其他音乐！希望店家生意兴隆！,5
第二次来吃，今天带着妈妈和儿子来品尝，熏排骨和大拉皮特别值得推荐！奶香饼油有些大，但很好吃。他家菜量大，很实惠，以后还会去！,5
还不错??但不是自己烤??感觉不错??可以尝试,5
一周之内有两个人推荐，于是跟小伙伴去了，人超多，等了半个小时吧，点了个刀鱼，还有个什么忘了。可是都很咸，让我们大失所望,2
挺好吃的，菜量就是少点。但是环境不错??好多人，去晚了要排队。不过有很多赠送的小吃，让你饿不到肚子，小吊梨汤值得一品，他家的特色，而且还有外带的瓶装，不贵，就只能6小时内喝完，挺好的。老人喝了也不错，不甜。,5
焗饭味道很好、网速太差、点个菜费死劲了,4
味道没的说，很不错，开发票太不方便了吧，还得自己填，非常不方便，很不人性,1
以前经常来??这次不太好??希望有负责人??来解决一下我的药费问题,1
陪个朋友来吃的。真的是不会再来吃的那种。装修风格就好像一个咖啡厅一样应该只能做简餐估计厨房很小直接导致上菜速度很慢。蛋糕口感还可以应该是配送的不是在这里加工的，脆皮叉烧肉根本没有吃出脆皮来，肉的烹饪火候也不够，肥肉还很多很失败是吃过最差的叉烧肉。鲜虾芒果沙拉实在太可笑了做的一点也不清爽很腻很难吃，木瓜垫底中间竟然是西红柿丁上面一点芒果三个虾五个蓝莓，西红柿占了配料的一大半最主要的还不是小西红柿是很大的那种。意面做的一般化不好不坏吃了也不会再想吃下次那种。焗饭做的不怎么样，烤箱温度太高导致下面的米饭都糊了上面的牛肉也柴的了，但是芝士并没有融到米饭牛肉个土豆里，端上来一冷成了一个芝士盖子。这里的出厨师一看就是很着急的上菜根本不考虑菜品的好坏。建议还成下午茶餐厅吧，主菜做的太烂了。买点饮料咖啡小蛋糕还挺配装修的。另外还要提一下服务员，他就在你面前你喊他三四次他也装着听不到，还不时的有服务员砸碎盘子吓人到怪的。,2
一年前来过。这次故地重游，还是来这里吃了。私房菜，地方不大，三层，老式洋房改的，装修布置加菜品老板都很用心。菜品虽然家常菜，味道很好，名字也起的很有特色。位置就在名流茶馆的附近，吃完正好去听相声。这菜花看着素净，可入口味道极好。虾球酸甜口，也很可口。还点了招牌剔牙鸡，光顾着吃了没来的及拍照。如果以后有机会去天津还是会去的。,4
去了两次，第一次去还有抽奖，抽中了一个杯子，喜欢炸蟹抓，烤大虾，玉米,5
吃过的性价比最好的自助餐，一家老小都很满意！,5
吃的我要吐??～??难吃死了！从来没吃过这么难吃的饭,1
都是鸡肉，这也没事，关键是太难吃了,2
还没吃过呢????每回都爆满??不知道一个东北菜为什么火成这样????有机会一定品尝一下,5
两个人中午去的，人特别多，没想到工作日人也不少。拿号等了大概有二十分钟左右，就有位置了。门口等号的时候可以凭号领一个鸡蛋加一切，一个人一个，不能带领的。能进去之后服务员带到一半就走了，搞得我都不知道要坐那儿，又问了一个服务员才有位置，真心觉得尴尬啊…菜上的挺快的，因为貌似大家都是点的推荐的。小吊梨汤挺不错的，越喝到下面味道越浓，一大壶超值啊…不建议点豆腐，说实话没什么味道，口感一般酱爆核桃鸭脯不错，用薄饼裹着吃味道好，适合小孩子梨球果仁虾也不错，不过我不爱吃那个梨球，面太厚了，虾不错肉龙给的挺实在，肉看得到，价格也不贵，味道也好,4
翻开相册才看见，菜没照??，首先来说这家店算是网红店吧，很有北京特色得一家餐厅，类似于南京大排档很有当地特色，菜品是北方人喜欢的那种，口味中，这次点了松仁三鲜，牛肉烩饭，干酪鱼，小吊梨汤，豌豆黄，素烧鸡，口味都不错，价格也还行，就是两个人喝一壶梨汤有点喝不了，还有就是干酪鱼超级好吃，浓浓的奶香，好吃到爆！！！,4
